id,trigger,conditions,script,text,options,notes
MPC_coronaResistFleetHaggleTwo,DialogOptionSelected,"$option == MPC_coronaResistFleetHaggleTwo","niko_MPC_coronaResistStation getRidOfFleets
niko_MPC_coronaResistStation friendlyAction
niko_MPC_coronaResistStation leaveToJangala","He seems to remember something, before opening a panel on his desk, with a big red button on it. ""Oh, yeah - forgot t' shut off the defenses."" He presses it, and immediately, you register hundreds of high-power detonations across the star system. ""That should make leavin' a lot easier."" When you ask your tactical officer for clarification, they report the sudden detonation of all hostile derelicts in the system.

You watch from your desk as the previously hostile ships now exit the hangar, emergency burning hard into the inky void of space.","0:MPC_coronaResistStationFleetLeftOption:Continue",
MPC_coronaResistFleetHaggleModifyNoTrust,MPC_coronaResistFleetHaggleModifyOption,"!niko_MPC_coronaResistStation wantsToSell","SetEnabled MPC_coronaResistFleetHaggleOption false
SetTooltip MPC_coronaResistFleetHaggleOption ""He doesn't trust you enough yet. Try coming back with a higher pirate reputation.""",,,
MPC_coronaResistFleetHaggleModifyNoCredits,MPC_coronaResistFleetHaggleModifyOption,"!niko_MPC_coronaResistStation hasEnoughCreditsToBuy","SetEnabled MPC_coronaResistFleetHaggleOption false
SetTooltip MPC_coronaResistFleetHaggleOption ""You don't have enough credits to do this.""",,,
MPC_coronaResistBack,DialogOptionSelected,"$option == MPC_coronaResistBack","FireAll MPC_coronaResistFleetCommsOpeningOptions","Aye.",,
"#END Comms",,,,,,
,,,,,,
# First interaction,,,,,,
MPC_coronaResistStationExploreUnintroduced,MPC_coronaResistStationExplore,"$MPC_coronaResistStationFleet != null
niko_MPC_coronaResistStation fleetInStation","SetTextHighlights ""may trigger a tough hostile encounter""

SetShortcut defaultLeave ""ESCAPE""","Your $shipOrFleet takes shelter behind the station, which generously shelters it from the withering hail of pulsed radiation emanating from the pulsar. Both you and your ops chief agree it would be wise to exercise caution, given the strange activity in the system coupled with the extra-and-sub-surface activity present on the station. 

A quick sensor sweep shows startlingly high p-space activity, the endpoints of which show high baryon concentration. It is these points that correspond with the deflection of the pulsar, explaining the anomalous protection. A deeper scan shows something much more worrying: The station is powered, active, and containing organic life, with one particular set of hangars holding a flotilla of combat-ready ships (with the rest seemingly occupied by derelict auto-forges ready to churn out ship after ship after ship). Clearly, someone has occupied this station, and may not be exactly welcoming. If they have detected you or not is unknown, though ELINT systems are on alert.

Before you can give your next order, your tactical officer warns you that approaching the station may trigger a tough hostile encounter, and that you should be ready for combat against what appears to be a capital-heavy fleet of mixed design, with numerous smaller escorts.","1:MPC_coronaResistStationExploreMoveFleetIn:Send a detachment of armed salvors
500:defaultLeave:Don't risk an altercation and leave","!$MPC_introducedToPlayerFleet"
MPC_coronaResistStationExploreMoveFleetInOne,DialogOptionSelected,"$option == MPC_coronaResistStationExploreMoveFleetIn",,"Expecting the worst, you give your ops chief permission to handpick an elite team for the mission. After 30 minutes, they return to you and drop a dossier on your station without a word, nearly spilling your coffee. After a quick sigh and a tactical repositioning of your mug, you open the dossier: 15 salvors armed with HV-Carbines, and 5 off-duty marines with salvage experience. Trusting your chief's wisdom, you slap the dossier close and give the go-ahead.","0:MPC_coronaResistStationExploreMoveFleetInTwo:Give your attention to the front screen",
MPC_coronaResistStationExploreMoveFleetInTwoHostile,DialogOptionSelected,"$option == MPC_coronaResistStationExploreMoveFleetInTwo
!niko_MPC_coronaResistStation stationFriendly","niko_MPC_coronaResistStation beginInitialConfrontation","The shuttles leave your $shipOrFleet and make their way to the station, your ops chief requesting constant updates (likely out of pulsar-derived paranoia). Apon arrival, and multiple assertions of optimal performance, your sensors suddenly alarm. Shooting your head down to your panel, you read multiple IR and UV spikes near the docking ports - small-arms fire. As if on queue, your ops chief snaps up following their latest SitRep and begins barking commands. ""Ripcord. Kill blocks. Seal. Seal. Affirm. Crack and burn.""

The frantic comms chatter quickly gives way to steady yet shaken reports of massive resistance, including mounted heavy weaponry that nearly burnt a hole in one specific shuttle. Once the shuttles reach halfway from the station to your fleet, your tactical officer alarms as numerous ships emerge from the aforementioned hanger and bear down hard on your fleet, barely giving you time to assume a combat formation.

As if things couldn't get worse, the bridge is suddenly flooded by a white light and you have to squint to make out what happened: The baryonic field seems to have been disabled, beginning the withering hail of ionized particles the pulsar so desperately wants to inflict upon your fleet.","0:MPC_coronaResistStationExploreMoveFleetPrepareForBattle:Prepare for battle",
MPC_coronaResistStationExploreMoveFleetPrepareForBattle,DialogOptionSelected,"$option == MPC_coronaResistStationExploreMoveFleetPrepareForBattle","niko_MPC_coronaResistStation beginInitialConfrontation
HighlightComms

$MPC_introducedToPlayerFleet = true",,,
"#END First interaction",,,,,,
,,,,,,
# Subsequent interactions,,,,,,
MPC_coronaResistStationExploreIntroducedHostile,,,,,,
MPC_coronaResistStationExploreIntroducedFriendly,,,,,,
"#END Subsequent interactions",,,,,,
"#END Corona Resist Station",,,,,,
,,,,,,
# Objectives,,,,,,
niko_MPC_stable_buildEmitterOpt,Stable_AddBuildOptions,,"FireBest niko_MPC_modifyBuildEmitterOption",,"41:MPC_SL_buildEmitter:Construct a baryon emitter",
niko_MPC_modifyBuildEmitterOptionCantBuild,niko_MPC_modifyBuildEmitterOption,"!niko_MPC_knowsBaryonEmitterBP score:500","SetEnabled MPC_SL_buildEmitter false
SetTooltip MPC_SL_buildEmitter ""Baryon emitters require advanced pre-collapse technology to construct, and these components typically require DRM which no faction currently has the rights to. You recall a few legends of strange baryon readings near a pulsar in the sector - maybe start there?""",,,
niko_MPC_modifyBuildEmitterOptionTooManyScripts,niko_MPC_modifyBuildEmitterOption,"niko_MPC_tooManyCoronaResists","SetEnabled MPC_SL_buildEmitter false
SetTooltip MPC_SL_buildEmitter ""Only one baryon emitter can exist in a system.""",,,
MPC_SL_buildEmitter,DialogOptionSelected,"$option == MPC_SL_buildEmitter","$slBuildType = MPC_baryonEmitterPostcollapse 0
Objectives printCost $slBuildType
FireBest Stable_BuildConfirmOptions",,,
"#END Objectives",,,,,,
,,,,,,
# Escort Fleets,,,,,,
MPC_derelictEscortOpenCommsBack,DialogOptionSelected,"$option == MPC_derelictEscortOpenCommsBack",,,,
MPC_derelictEscortOpenComms,OpenCommLink,"niko_MPC_escortFleet fleetIsEscort score:200","FireBest MPC_derelictEscortCommsText
FireAll MPC_derelictEscortCommsOptions
SetShortcut cutCommLink ""ESCAPE""","The screen flickers on to show a spotty domain flag, and a recording of a cheerful man begins playing over your speakers.

""Hello, [DOMAIN CITIZEN]! This fleet is currently engaged in [ESCORT DUTY]! If you are our protectorate, great! We will keep you safe for [ERR::ESCORT DURATION NOT FOUND]! If not, stay away from our protectorate or we will open fire!""

Short, to the point, and uncharacteristically corpo-speak. Strange.","0:cutCommLink:Cut the comm link",
"#END Escort Fleets",,,,,,
,,,,,,
# Sierra Thoughts,,,,,,
MPC_sierraSawMagnetar,SierrasThoughts,"$global.MPC_sierraSawMagnetar
!$global.MPC_sierraMentionedMagnetar","SetTextHighlightColors sierraTextColor sierraTextColor sierraTextColor
SetTextHighlights ""\""So that was a Magnetar...? I never thought I'd see one in the metal! And... it was kind of pretty!\"""" ""\""So POWERFUL! Did you feel the drive field? It was barely holding together! And those lines by the poles... I've never seen a visualized magnetic field on such a scale!""\"" ""\""Still... the stories I've heard of magnetars aren't pretty. Let's agree to never get close to it, okay?\""""

$global.MPC_sierraMentionedMagnetar = true","Her avatar's ""eye"" shrinks. ""So that was a Magnetar...? I never thought I'd see one in the metal! And... it was kind of pretty!"" she says cheerfully. ""So POWERFUL! Did you feel the drive field? It was barely holding together! And those lines by the poles... I've never seen a visualized magnetic field on such a scale!""

Her avatar then shivers. ""Still... the stories I've heard of magnetars aren't pretty. Let's agree to never get close to it, okay?""",,
"#END Sierra Thoughts",,,,,,
,,,,,,
# Magnetar,,,,,,
MPC_hackableFirstEncounter,OpenInteractionDialog,"$MPC_hackable score:200
!$global.MPCHasSolutionToExoticICE score:250
!$global.MPCDiscoveredExoticIce score:250
!$MPC_hacked
!$MPCHackfinished","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE
FireBest MPC_hackableFirstEncounterText",,"0:MPC_hackableFirstEncounterTwo:Order a full investigation",
MPC_hackableFirstEncounterTwo,DialogOptionSelected,"$option == MPC_hackableFirstEncounterTwo",,"You summon your senior officers to the bridge, coordinating with your ops chief and tactical officer to produce a 3D holographic display of the $shortName. First, you focus on the physical attributes of the $shortName. Your chief engineer suggests gravitic proximity detectors in-tandem with a chassis-circuit design, but your sensors officer shoots that down by zooming in on the exterior of the $nameInText. Your ops chief grunts out that ""it could be a cloaked ship"" - but a collection of annoyed faces pushes that aside..

This routine continues for hours, an idea coming up and getting shot down quickly. The fatigue sets in, with a look of irritation and worry entering the expression of your officers. Eventually, your chief engineer suggests it might just some phase-tech we don't quite understand, that's simply undetectable due to the nearby magnetar. Facing a complete null hypothesis otherwise, your officers reluctantly agree to at least operate on the engineer's assumption, and you all move on to the second most-important thing: How to disable it.

Thankfully, progress is made instantly. Your oft-neglected electronics chief chimes up: ""I managed to secure a channel into the $shortName 's electronic systems, and it seems responsive."" They seem perturbed by the end of that sentence. ""Unfortunately... it's feeding me data I just don't understand. This is unlike any ICE I've ever seen before, sir.""

Your ops chief's head shakes. ""We should jus' blow it up. We can get whats inside then."" Your electronics officer glares, stating ""That's incredibly irresponsible! Look-"" you hear a tap on the table - a finger for emphasis. ""The $shortName CLEARLY has an electronic input, so whatever put it there clearly intended for it to be used. If we just shoot at it - who knows what it'll do! Maybe it'll shock the entire fleet and fuse our life support!""

Your tactical officer nods. ""I agree with our electronics chief, Captain."" Your ops chief grumbles. ""It'd be irresponsible to just - shoot the $shortName .""","0:MPC_hackableFirstEncounterThree:Agree with your electronics chief
10:MPC_hackableFirstEncounterThreeTacOff:Agree with your ops chief",
MPC_hackableFirstEncounterThreeTacOff,DialogOptionSelected,"$option == MPC_hackableFirstEncounterThreeTacOff",,"Trusting your more established officer, you nod towards your Ops Chief, who grunts and nods in recognition. Your electronics officer's expression visibly dampens. ""Sir yes sir..."" you hear, alongside a begrudging salute.

You nod, and wave them all away, returning to your station. You prepare a firing pattern upon the $shortName , ready to crack open it's shell and reap the rewards.","0:MPC_hackableFirstEncounterThreeOpenFire:Open fire",
MPC_hackableFirstEncounterThreeOpenFire,DialogOptionSelected,"$option == MPC_hackableFirstEncounterThreeOpenFire","MPC_firedOnIceThing
AddTextSmall ""Fleet struck by high-intensity EMP arcs"" textEnemyColor

$global.MPCHasSolutionToExoticICE = true
$global.MPCDiscoveredExoticIce = true","On your command, your $shipOrFleet opens fire on the $shortName. You witness a sudden flash of light, and before you can do anything, you find yourself on the floor with a splitting headache. Your second-in-command rushes to your aid, helping you up and, at your request, dosing you with a small painkiller. 

You ask for a SitRep, to which your electronics officer responds, quite snarkily, ""Well captain... it seems my hypothesis was right. These things DO have a countermeasure towards physical force!"" You give them an evil eye, your command to treat you with respect. They clear their throat stiffly. ""Sorry, sir. Anyway - it looks like we'll have to do things the hard way. Until we get a cryptographic key of some sort, we'll have to brute force our way through the ICE each time we encounter one of these.""

Groaning, you take your seat and nod. As you look over the damage report, you start to reconsider your stance with your officers.","0:MPC_doHackOption:Initiate brute-force
100:defaultLeave:Leave",
MPC_hackableFirstEncounterThree,DialogOptionSelected,"$option == MPC_hackableFirstEncounterThree","$global.MPCHasSolutionToExoticICE = true
$global.MPCDiscoveredExoticIce = true","Your electronics chief sighs, seemingly relieved to be supported. ""Thank you, sir."", the now-recognized chief salutes.  ""Now - I might have an idea or two, but until we get some kind of key, we'll be stuck brute forcing the ICE every time we find something like this.""

You nod, and wave them all away, returning to your station.","0:MPC_doHackOption:Initiate brute-force
100:defaultLeave:Leave",
